image,cat,score,bounds
../data/yolo/DSCN3550.JPG,b'fin',0.6431397795677185,"(2457.44677734375, 2024.41748046875, 1104.1793212890625, 466.0971374511719)"
../data/yolo/103129295_2909941969053835_211613038503728080_n.jpg,b'fluke',0.8983152508735657,"(204.18331909179688, 217.84642028808594, 288.21173095703125, 166.87013244628906)"
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.990554690361023,"(1331.951416015625, 469.8106384277344, 407.43292236328125, 456.09039306640625)"
../data/yolo/DSC_0249.JPG,b'fluke',0.9999071955680847,"(2095.751220703125, 1454.6038818359375, 3069.8017578125, 1036.615478515625)"
../data/yolo/DSCN3464.JPG,b'fluke',0.9588976502418518,"(2381.88671875, 1513.80908203125, 2083.414794921875, 808.0901489257812)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.930659294128418,"(671.709228515625, 659.4837036132812, 347.13958740234375, 132.4589385986328)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.921524703502655,"(1078.8985595703125, 550.920166015625, 369.26190185546875, 131.01446533203125)"
../data/yolo/DSC_0354.JPG,b'fin',0.9489258527755737,"(2025.5135498046875, 886.3074340820312, 428.6642150878906, 213.49472045898438)"
../data/yolo/22712470_10155616946156488_6458015603788421649_o.jpg,b'fluke',0.9801457524299622,"(825.7174682617188, 660.5233154296875, 495.5257263183594, 350.1360168457031)"
../data/yolo/DSCN3463.JPG,b'fin',0.9958431720733643,"(2293.3505859375, 1331.1656494140625, 1435.622802734375, 671.2620849609375)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9621580243110657,"(496.72900390625, 688.5910034179688, 171.572021484375, 70.69248962402344)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9570825099945068,"(843.0084228515625, 724.1982421875, 246.55540466308594, 53.907508850097656)"
../data/yolo/DSCN3378.JPG,b'fin',0.6701861023902893,"(1834.6561279296875, 1480.154052734375, 769.8167724609375, 416.4212951660156)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.9902005195617676,"(696.7735595703125, 644.4033203125, 108.27759552001953, 39.07850646972656)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.9081841111183167,"(902.44482421875, 655.2806396484375, 96.91877746582031, 33.101966857910156)"
../data/yolo/IMG-20200708-WA0055.jpg,b'fin',0.9856197834014893,"(718.4639282226562, 480.1352844238281, 503.90582275390625, 179.00497436523438)"
../data/yolo/P1010896.JPG,b'fin',0.9802470803260803,"(1465.981201171875, 1519.423583984375, 1050.9443359375, 380.85137939453125)"
../data/yolo/P1010828.JPG,b'fin',0.6607016921043396,"(1751.033203125, 937.5000610351562, 503.63531494140625, 192.3607177734375)"
../data/yolo/21686769_1649650445107411_1011942705135423565_o.jpg,b'fluke',0.9499443769454956,"(1233.7578125, 437.15545654296875, 1116.170166015625, 553.1227416992188)"
../data/yolo/P1010716.JPG,b'fin',0.8811383843421936,"(1913.9229736328125, 2309.109130859375, 474.9460754394531, 271.2200012207031)"
../data/yolo/IMG-20200708-WA0005.jpg,b'fin',0.7919319272041321,"(773.7221069335938, 603.72021484375, 114.83338928222656, 70.4644775390625)"
../data/yolo/DSC_0358.JPG,b'fin',0.8624410629272461,"(1286.1507568359375, 2160.508544921875, 1314.066162109375, 273.66815185546875)"
../data/yolo/DSC_0383.JPG,b'fin',0.8547621369361877,"(1840.799072265625, 1838.4031982421875, 3487.755126953125, 1108.7532958984375)"
../data/yolo/DSC_0370.JPG,b'fluke',0.7006033658981323,"(2367.400146484375, 1639.62109375, 2775.60693359375, 917.189208984375)"
../data/yolo/107753673_10158896654144073_1570110335365435167_n.jpg,b'fin',0.6479985117912292,"(304.1051330566406, 252.78384399414062, 108.77726745605469, 21.461395263671875)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.859864354133606,"(901.6089477539062, 686.92041015625, 91.77589416503906, 32.65003967285156)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.8170042634010315,"(719.9672241210938, 676.227294921875, 88.06597900390625, 38.01344299316406)"
../data/yolo/IMG-20200708-WA0049.jpg,b'fin',0.7869776487350464,"(811.6365356445312, 588.8633422851562, 212.7393035888672, 62.32932662963867)"
../data/yolo/DSCN3560.JPG,b'fin',0.5701282620429993,"(2058.786376953125, 1879.7308349609375, 1625.0086669921875, 282.33892822265625)"
../data/yolo/21273651_1630478263691296_6173816560476463869_o.jpg,b'fluke',0.918915867805481,"(1557.4173583984375, 426.3450622558594, 461.2274475097656, 587.408203125)"
../data/yolo/P1010899.JPG,b'fin',0.5470251441001892,"(1456.572998046875, 1629.3099365234375, 1504.06298828125, 480.7178649902344)"
../data/yolo/71100678_3035251603213948_5235695876923457536_o.jpg,b'fluke',0.8988855481147766,"(528.6929321289062, 724.3425903320312, 544.1351318359375, 329.7118835449219)"
../data/yolo/IMG-20200708-WA0014.jpg,b'fin',0.8650132417678833,"(811.6448364257812, 614.7855224609375, 226.06558227539062, 41.555503845214844)"
../data/yolo/DSC_0246.JPG,b'fin',0.9912099242210388,"(2523.345947265625, 1420.30859375, 1586.1993408203125, 553.8010864257812)"
