image,cat,score,bounds
../data/yolo/103129295_2909941969053835_211613038503728080_n.jpg,b'fluke',0.6555927991867065,"(209.5618438720703, 210.90333557128906, 280.7829284667969, 201.07373046875)"
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.8796008825302124,"(1344.6419677734375, 475.4088134765625, 550.7327880859375, 500.00885009765625)"
../data/yolo/DSC_0249.JPG,b'fluke',0.8909229040145874,"(2136.326416015625, 1390.992431640625, 3007.3515625, 940.2820434570312)"
../data/yolo/DSCN3464.JPG,b'fluke',0.9123007655143738,"(2403.611083984375, 1499.60302734375, 2249.64013671875, 640.8271484375)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.8676912784576416,"(674.7799682617188, 641.2987670898438, 402.93536376953125, 151.71151733398438)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.8234505653381348,"(1088.7059326171875, 546.4552612304688, 394.3221130371094, 112.1530990600586)"
../data/yolo/DSC_0354.JPG,b'fin',0.9463925957679749,"(2004.8663330078125, 879.63916015625, 476.8486022949219, 233.02525329589844)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.816217839717865,"(845.8576049804688, 724.4069213867188, 219.86849975585938, 35.1850700378418)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.7947469353675842,"(499.6473388671875, 686.9760131835938, 235.77410888671875, 64.29654693603516)"
../data/yolo/DSCN3378.JPG,b'fin',0.8306916356086731,"(1800.399169921875, 1442.5498046875, 935.256591796875, 413.59619140625)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.9743422865867615,"(696.5147094726562, 645.9065551757812, 160.13229370117188, 43.00229263305664)"
../data/yolo/IMG-20200708-WA0055.jpg,b'fin',0.6672391295433044,"(706.5869140625, 498.978759765625, 454.19879150390625, 165.60986328125)"
../data/yolo/P1010896.JPG,b'fin',0.8569392561912537,"(1492.087646484375, 1528.6697998046875, 876.3604736328125, 340.3651428222656)"
../data/yolo/P1010828.JPG,b'fin',0.7993366718292236,"(1743.597412109375, 933.8706665039062, 561.3191528320312, 163.35833740234375)"
../data/yolo/DSC_0358.JPG,b'fin',0.7776358127593994,"(1259.41943359375, 2155.9267578125, 1340.426025390625, 395.79986572265625)"
../data/yolo/DSC_0370.JPG,b'fluke',0.7043483853340149,"(2248.59130859375, 1650.6458740234375, 3436.245849609375, 764.8173828125)"
../data/yolo/107753673_10158896654144073_1570110335365435167_n.jpg,b'fin',0.7142384052276611,"(306.46832275390625, 252.82640075683594, 95.53362274169922, 30.66322898864746)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.8522010445594788,"(719.8585205078125, 675.3470458984375, 114.96552276611328, 31.17974090576172)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.6637244820594788,"(902.5109252929688, 685.0845947265625, 105.01451110839844, 37.487545013427734)"
../data/yolo/P1010902.JPG,b'fin',0.7764002084732056,"(2777.41064453125, 1633.7781982421875, 1467.919677734375, 289.7274169921875)"
../data/yolo/P1010899.JPG,b'fin',0.54686039686203,"(1367.2486572265625, 1656.3997802734375, 1096.79833984375, 558.0753173828125)"
../data/yolo/IMG-20200708-WA0014.jpg,b'fin',0.9023792743682861,"(814.3568115234375, 615.2300415039062, 257.37567138671875, 47.294677734375)"
../data/yolo/DSC_0246.JPG,b'fin',0.7634878158569336,"(2509.92724609375, 1491.510009765625, 1421.41064453125, 648.1463012695312)"
