image,cat,score,bounds
../data/yolo/DSCN3550.JPG,b'fluke',0.754982054233551,"(2520.81103515625, 2049.15478515625, 835.8215942382812, 442.22467041015625)"
../data/yolo/103129295_2909941969053835_211613038503728080_n.jpg,b'fluke',0.9243839979171753,"(205.11727905273438, 217.5400848388672, 291.1126403808594, 185.7476806640625)"
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.9736655354499817,"(1333.6446533203125, 475.7006530761719, 472.40472412109375, 445.1273193359375)"
../data/yolo/DSC_0249.JPG,b'fluke',0.9990789890289307,"(2164.31982421875, 1419.01806640625, 2669.2548828125, 1083.4281005859375)"
../data/yolo/DSCN3464.JPG,b'fluke',0.9885014891624451,"(2404.0087890625, 1502.3443603515625, 2016.119140625, 673.5922241210938)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.9000260233879089,"(1077.308837890625, 554.23486328125, 355.32977294921875, 121.3657455444336)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.6386303901672363,"(658.609130859375, 649.0404663085938, 378.46044921875, 124.44771575927734)"
../data/yolo/DSC_0354.JPG,b'fin',0.9787045121192932,"(2012.37060546875, 892.1320190429688, 449.8937072753906, 161.91033935546875)"
../data/yolo/22712470_10155616946156488_6458015603788421649_o.jpg,b'fluke',0.863617479801178,"(817.8319702148438, 668.8756103515625, 438.9742736816406, 315.77764892578125)"
../data/yolo/DSCN3342.JPG,b'fin',0.6498679518699646,"(1915.2884521484375, 1528.2933349609375, 590.3699951171875, 167.22775268554688)"
../data/yolo/DSCN3463.JPG,b'fin',0.8992136120796204,"(2290.049072265625, 1292.995361328125, 1545.7354736328125, 605.6934204101562)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9615222811698914,"(498.5260009765625, 689.8472290039062, 161.89512634277344, 54.65849685668945)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9129419326782227,"(838.2169799804688, 723.9351806640625, 231.2328643798828, 39.92203903198242)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.9968002438545227,"(695.9046020507812, 646.6861572265625, 117.83088684082031, 29.366689682006836)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.8315467238426208,"(902.6865234375, 656.1807861328125, 73.86952209472656, 29.913026809692383)"
../data/yolo/IMG-20200708-WA0055.jpg,b'fin',0.8494149446487427,"(712.495849609375, 474.1769104003906, 551.1443481445312, 159.96470642089844)"
../data/yolo/P1010896.JPG,b'fin',0.9449778199195862,"(1452.89208984375, 1534.892333984375, 1327.284912109375, 378.7759704589844)"
../data/yolo/P1010828.JPG,b'fin',0.6469815969467163,"(1741.22265625, 934.58447265625, 483.7550048828125, 184.13104248046875)"
../data/yolo/21686769_1649650445107411_1011942705135423565_o.jpg,b'fluke',0.9583775401115417,"(1238.444580078125, 456.2898864746094, 999.7857055664062, 517.3661499023438)"
../data/yolo/P1010716.JPG,b'fin',0.7084507346153259,"(1935.8974609375, 2311.1298828125, 424.0146484375, 263.937744140625)"
../data/yolo/IMG-20200708-WA0005.jpg,b'fin',0.7796470522880554,"(773.96240234375, 606.1959228515625, 150.18017578125, 55.3762321472168)"
../data/yolo/DSC_0358.JPG,b'fin',0.9466106295585632,"(1236.43017578125, 2173.504150390625, 1390.0003662109375, 273.0542907714844)"
../data/yolo/DSC_0383.JPG,b'fin',0.5233854651451111,"(1722.616943359375, 1848.40087890625, 5509.93115234375, 942.814208984375)"
../data/yolo/DSC_0370.JPG,b'fluke',0.9666846394538879,"(2414.010986328125, 1639.8436279296875, 3309.149658203125, 751.6626586914062)"
../data/yolo/107753673_10158896654144073_1570110335365435167_n.jpg,b'fin',0.8118343949317932,"(303.2186584472656, 252.83389282226562, 111.85237121582031, 24.143831253051758)"
../data/yolo/107753673_10158896654144073_1570110335365435167_n.jpg,b'fin',0.6467247009277344,"(468.6705627441406, 265.9858703613281, 72.70197296142578, 21.622814178466797)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.9761607050895691,"(721.2501220703125, 677.4764404296875, 98.13226318359375, 27.97418212890625)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.8964142799377441,"(904.4907836914062, 688.23486328125, 102.75520324707031, 26.191747665405273)"
../data/yolo/IMG-20200708-WA0049.jpg,b'fin',0.6219238042831421,"(812.22314453125, 589.0805053710938, 194.39320373535156, 47.91154098510742)"
../data/yolo/P1010902.JPG,b'fin',0.890174925327301,"(2742.956787109375, 1664.7005615234375, 1879.775146484375, 254.56930541992188)"
../data/yolo/DSCN3560.JPG,b'fin',0.8365758061408997,"(2037.3114013671875, 1884.4925537109375, 1684.990234375, 257.33636474609375)"
../data/yolo/21273651_1630478263691296_6173816560476463869_o.jpg,b'fluke',0.9497367143630981,"(1543.9620361328125, 431.52923583984375, 452.86279296875, 579.2431640625)"
../data/yolo/P1010899.JPG,b'fin',0.9884621500968933,"(1359.061767578125, 1646.6622314453125, 1255.00244140625, 419.5919494628906)"
../data/yolo/71100678_3035251603213948_5235695876923457536_o.jpg,b'fluke',0.9422699213027954,"(514.3768310546875, 742.3361206054688, 612.25537109375, 219.94400024414062)"
../data/yolo/IMG-20200708-WA0014.jpg,b'fin',0.818814754486084,"(815.0133056640625, 614.8392944335938, 254.0850372314453, 33.258731842041016)"
../data/yolo/DSC_0246.JPG,b'fin',0.6672459244728088,"(2543.856689453125, 1426.633544921875, 1432.091064453125, 500.9181823730469)"
