image,cat,score,bounds
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.586201548576355,"(1316.200439453125, 491.2257080078125, 321.6937255859375, 742.2451782226562)"
../data/yolo/DSC_0249.JPG,b'fluke',0.8929566740989685,"(2078.005615234375, 1441.2437744140625, 4370.939453125, 1045.9703369140625)"
../data/yolo/DSCN3464.JPG,b'fluke',0.5437381267547607,"(2387.3828125, 1517.2125244140625, 1954.40771484375, 802.9365234375)"
../data/yolo/66277214_2816895768382867_7231369026763489280_o.jpg,b'fluke',0.5968793630599976,"(1179.0401611328125, 834.34521484375, 797.3865356445312, 314.6939697265625)"
../data/yolo/DSC_0354.JPG,b'fin',0.506571352481842,"(1995.7701416015625, 889.4597778320312, 305.5628662109375, 188.73007202148438)"
../data/yolo/22712470_10155616946156488_6458015603788421649_o.jpg,b'fluke',0.6123645901679993,"(840.816650390625, 692.2321166992188, 218.60504150390625, 761.8392333984375)"
../data/yolo/DSCN3463.JPG,b'fin',0.6874085664749146,"(2385.077392578125, 1339.300537109375, 1874.6923828125, 682.7910766601562)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.675347626209259,"(840.4176025390625, 728.830078125, 297.21795654296875, 65.30892181396484)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.8715919852256775,"(694.0653076171875, 645.4966430664062, 116.11874389648438, 59.236358642578125)"
../data/yolo/P1010896.JPG,b'fin',0.5033763647079468,"(1502.336669921875, 1510.1357421875, 1096.96630859375, 556.0830688476562)"
../data/yolo/IMG-20200708-WA0005.jpg,b'fin',0.7424613833427429,"(757.6639404296875, 605.28369140625, 165.13174438476562, 96.15544891357422)"
../data/yolo/DSC_0358.JPG,b'fin',0.8452796339988708,"(1220.5531005859375, 2154.88916015625, 1040.48046875, 274.407470703125)"
../data/yolo/DSC_0370.JPG,b'fluke',0.6696404218673706,"(2194.19482421875, 1707.2152099609375, 2356.330322265625, 1139.110595703125)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.549717903137207,"(721.8466796875, 676.0489501953125, 116.39237213134766, 46.0351676940918)"
../data/yolo/71100678_3035251603213948_5235695876923457536_o.jpg,b'fluke',0.5186392664909363,"(555.6456298828125, 771.04296875, 523.519775390625, 295.4140319824219)"
../data/yolo/IMG-20200708-WA0014.jpg,b'fin',0.5583467483520508,"(813.5300903320312, 616.9278564453125, 254.01454162597656, 52.21754455566406)"
../data/yolo/DSC_0246.JPG,b'fin',0.53126460313797,"(2535.231201171875, 1411.4510498046875, 1028.5751953125, 571.0808715820312)"
