image,cat,score,bounds
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.5315999388694763,"(1303.04443359375, 456.7091064453125, 555.3126220703125, 840.3955078125)"
../data/yolo/DSC_0249.JPG,b'fluke',0.7098345160484314,"(2124.27099609375, 1455.9603271484375, 4964.6669921875, 1790.26025390625)"
../data/yolo/DSCN3464.JPG,b'fluke',0.72029048204422,"(2407.0556640625, 1488.69921875, 1559.103759765625, 824.4617919921875)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.6575000882148743,"(1117.110595703125, 552.8741455078125, 416.9657897949219, 196.3361358642578)"
../data/yolo/DSCN3463.JPG,b'fin',0.844563364982605,"(2323.931884765625, 1322.7144775390625, 2481.31298828125, 786.4427490234375)"
../data/yolo/IMG-20200708-WA0055.jpg,b'fin',0.6561241745948792,"(705.61572265625, 459.849365234375, 435.5851135253906, 302.5743408203125)"
../data/yolo/P1010896.JPG,b'fin',0.775245726108551,"(1516.59033203125, 1491.194580078125, 2080.98095703125, 376.10223388671875)"
../data/yolo/58460334_2637456916326754_2504379779436773376_o.jpg,b'fin',0.8185663223266602,"(1031.468505859375, 608.3330078125, 909.5086669921875, 180.86500549316406)"
../data/yolo/DSC_0358.JPG,b'fin',0.9457898139953613,"(1255.08203125, 2148.89208984375, 1620.7392578125, 353.53680419921875)"
../data/yolo/DSC_0383.JPG,b'fin',0.5252324938774109,"(1878.6834716796875, 1772.813232421875, 4162.3984375, 1391.402587890625)"
../data/yolo/DSCN3560.JPG,b'fin',0.6593835353851318,"(2393.77685546875, 1854.912841796875, 1317.07275390625, 405.8482666015625)"
../data/yolo/P1010899.JPG,b'fin',0.9161522388458252,"(1376.2122802734375, 1613.31591796875, 1332.2659912109375, 824.6702270507812)"
../data/yolo/P1010899.JPG,b'fin',0.6403056383132935,"(1454.513916015625, 1575.1280517578125, 3016.4912109375, 707.5256958007812)"
../data/yolo/71100678_3035251603213948_5235695876923457536_o.jpg,b'fluke',0.9001750349998474,"(534.8125, 726.191650390625, 477.838623046875, 901.8500366210938)"
